45_68_44_ 45_73_44
6_63_16_ 6_63_16
60_37_53_63_3_35_ 60_37_53_63_3_35
11_66_ 11_70
22_32_64_14_10_17_8_48_ 22_58_64_14_10_17_8_48
38_8_17_64_52_ 38_8_17_64_52
79_57_50_3_ 118_57_24_3
14_73_ 14_95
53_ 53
33_73_58_ 33_95_32
58_25_70_7_ 58_51_74_7
10_67_13_ 10_107_13
2_63_ 2_63
54_76_27_36_61_ 28_111_27_36_61
62_ 62
12_ 105
39_47_74_12_22_36_5_17_ 39_47_105_38_22_36_5_17
49_45_10_78_18_11_16_3_ 49_45_10_117_18_11_16_3
62_ 62
47_12_50_14_60_74_21_33_ 47_12_0_14_60_105_21_33
57_37_46_1_70_17_40_31_ 57_37_46_21_74_17_40_27
7_75_36_64_25_39_ 7_107_36_59_25_39
78_ 117
57_ 70_57
5_32_79_42_ 5_58_118_42
57_37_46_1_63_17_40_27_ 57_37_46_21_63_17_40_27
74_ 105
3_78_ 3_117
57_ 57
25_72_27_29_6_58_47_57_ 25_76_27_29_6_58_47_57
28_46_2_79_13_45_ 28_46_35_118_13_45
47_ 63
25_73_ 25_95
7_37_64_11_18_ 7_37_64_11_18
49_69_35_0_ 49_73_61_50
36_74_44_41_ 36_105_44_41
72_19_6_ 76_19_6
80_ 134
1_1_ 134
5_24_79_27_ 5_24_118_27
22_12_79_47_19_ 22_12_118_47_19
52_72_8_44_ 52_76_8_44
65_ 65
24_76_ 24_117
11_8_76_61_ 11_8_111_61
32_73_ 58_95
14_78_52_43_12_ 14_117_52_43_12
50_29_80_19_11_ 50_29_134_19_11
80_ 134
72_ 76
74_8_37_16_ 105_8_37_16
25_52_70_55_ 25_52_74_55
19_2_77_17_0_64_15_ 19_2_117_59_15
7_76_14_ 7_111_14
11_27_6_79_26_48_51_2_44_ 11_27_6_118_26_48_25_61_44
49_70_2_ 49_74_2
71_54_58_ 75_54_58
32_47_18_51_19_30_78_42_16_ 32_47_18_51_19_30_117_42_16
57_60_44_71_2_59_ 57_60_44_75_2_59
22_44_78_4_65_9_34_48_ 22_44_29_4_65_9_34_48
63_60_26_30_22_ 63_60_26_30_23
2_72_ 2_76
72_ 76
18_77_71_2_5_ 18_24_75_2_5
76_ 111
28_80_ 54_134
12_10_74_13_11_49_55_ 12_10_105_13_11_49_55
74_61_75_68_5_64_2_19_13_34_40_ 61_107_47_5_33_35_19_13_34_40
13_19_66_40_ 13_19_70_40
70_6_ 74_6
81_ 63
69_ 73
60_49_17_54_65_13_ 60_49_17_28_65_13
30_28_46_63_57_6_0_ 30_28_20_63_31_6_24
71_ 75
67_0_7_ 107_0_7
80_73_33_44_ 134_55_59_44
4_30_71_21_22_37_7_ 4_56_75_21_22_37_7
24_25_74_31_ 24_25_105_57
9_73_ 9_95
33_59_ 33_64
39_78_0_40_ 39_117_40
53_34_76_59_49_ 53_34_111_59_49
39_27_13_42_9_70_12_55_32_30_ 39_27_13_42_9_74_12_55_58_30
44_79_ 44_118
12_63_9_ 38_63_9
21_67_30_ 21_107_30
72_ 76
4_68_23_ 4_70_23
72_34_ 76_34
41_11_20_64_12_44_ 41_11_46_64_12_44
32_15_50_27_73_35_36_ 32_15_50_27_95_35_36
4_2_73_7_ 4_2_95_7
43_ 43
40_62_ 40_62
0_73_24_ 0_95_50
31_1_64_37_ 31_1_64_37
75_ 107
37_74_16_10_20_11_28_64_61_ 37_105_16_10_20_11_54_59_61
14_36_63_17_50_ 14_36_70_17_0
77_60_66_1_6_45_29_58_ 0_60_70_38_6_45_29_58
57_3_67_19_ 57_3_107_19
50_71_29_ 50_75_29
31_28_69_3_ 57_28_73_3
20_56_79_52_ 20_56_118_52
70_39_ 74_39
23_ 70
44_73_58_ 44_95_32
44_75_ 44_107
40_61_20_74_58_59_ 40_61_20_105_58_33
16_50_39_ 16_0_39
78_ 117
35_32_17_51_75_32_26_3_37_ 35_31_17_25_107_32_26_3_37
35_10_16_73_41_35_ 61_10_16_95_41_35
53_59_25_8_60_64_64_11_23_2_ 53_59_25_8_60_33_64_11_23_2
4_2_60_62_43_45_8_ 4_2_60_62_43_45_8
70_ 74
63_76_ 111
42_61_67_41_ 42_61_107_41
17_13_65_32_16_30_43_55_ 17_13_65_58_16_30_43_55
48_71_54_ 48_75_54
73_7_ 95_7
28_70_ 28_74
33_ 64
59_ 64
32_27_13_14_79_11_40_10_ 32_27_13_14_118_11_40_10
63_38_6_47_23_ 63_38_6_47_23
8_64_55_45_18_ 8_64_55_45_18
42_38_36_51_20_41_18_79_26_ 42_38_36_51_20_41_18_118_26
22_21_ 22_105
5_52_62_32_38_ 5_52_62_32_12
1_37_80_12_ 1_37_134_38
31_0_3_ 31_50_3
78_ 117
3_73_45_5_9_64_39_ 3_95_45_5_9_33_39
55_19_72_14_57_ 55_19_76_14_57
16_50_65_1_ 9_50_65_18
45_41_9_73_7_17_20_ 45_41_9_95_7_17_20
78_ 117
60_69_ 60_73
74_ 105
16_58_73_44_ 16_58_95_44
23_19_70_17_2_ 23_19_74_17_35
44_4_7_80_35_16_ 44_4_7_134_35_16
71_ 75
12_63_2_35_57_18_ 12_63_2_61_57_18
15_68_10_ 15_73_10
27_55_76_56_11_35_23_ 27_55_111_56_11_61_23
75_ 107
54_38_57_75_30_47_ 54_12_31_107_56_21
35_36_12_32_ 35_36_12_32
59_ 64
70_16_ 74_16
48_70_ 48_65
30_7_43_51_66_34_52_61_ 30_7_43_51_70_34_52_61
43_1_1_ 43_21
32_63_39_34_ 58_63_39_34
10_73_ 10_95
81_ 63
55_22_70_4_ 55_22_74_4
70_28_11_74_58_5_ 74_28_11_12_58_5
33_18_17_80_77_13_12_ 59_18_17_134_24_13_12
28_73_ 28_95
41_0_6_76_13_51_54_ 41_12_6_111_13_51_54
71_22_19_23_14_55_42_ 75_22_19_23_14_55_42
41_63_35_ 41_63_35
0_3_74_22_14_ 24_3_105_22_14
62_ 62
75_ 107
49_41_16_47_29_70_2_4_30_40_ 49_41_16_47_29_74_2_4_30_40
35_35_ 61_70_35
10_69_ 10_73
2_16_69_55_10_28_22_ 35_16_73_55_10_54_22
32_6_80_22_ 32_6_134_22
12_42_76_40_ 12_42_111_40
37_11_8_60_71_34_5_ 37_11_8_60_75_34_5
29_65_ 29_65
70_46_13_3_ 74_46_13_3
79_44_53_14_ 118_44_53_14
19_63_23_14_13_33_ 19_70_23_14_13_59
35_53_75_3_19_ 35_53_107_3_19
3_57_58_48_37_73_27_ 3_57_58_22_37_95_27
11_17_71_3_ 11_17_75_3
52_75_ 52_107
42_13_25_78_43_30_ 42_13_51_117_43_30
78_ 117
47_59_63_21_13_ 47_59_63_13
34_63_ 34_63
29_80_44_ 29_134_61
35_78_ 2_117
59_24_71_51_ 33_24_75_25
79_ 118
70_36_16_22_45_39_ 74_36_16_22_19_39
22_63_ 22_63
1_67_53_ 1_107_53
58_48_12_52_30_64_20_8_43_42_ 32_48_12_52_30_64_46_8_43_42
62_43_8_69_37_23_28_22_ 62_43_8_47_37_23_28_22
62_ 62
36_64_0_ 36_64_24
18_57_29_23_71_74_41_51_ 18_57_29_23_75_21_41_51
79_ 118
47_33_76_8_ 47_33_111_8
79_9_ 118_9
67_47_23_ 107_21_23
79_ 118
12_49_61_8_ 38_49_35_8
12_ 105
75_ 107
17_57_42_68_29_14_30_49_8_ 17_31_42_73_29_14_30_49_8
61_20_77_41_65_7_ 61_46_24_41_65_7
24_70_29_ 0_74_29
59_48_53_3_ 64_48_53_3
47_4_75_51_34_ 47_4_107_51_34
57_60_44_63_2_59_ 57_60_44_63_2_59
69_17_58_60_20_15_ 73_17_58_60_46_15
20_53_6_15_31_ 20_53_107_6_15_31
71_4_13_30_20_ 75_4_13_30_20
41_69_ 41_73
9_79_ 26_118
19_62_8_23_22_2_16_24_ 19_62_8_23_22_35_16_0
9_51_70_31_ 26_51_74_31
39_30_69_37_36_ 39_30_73_37_36
19_1_ 19_70
19_23_70_45_ 19_23_74_45
55_ 55_70
10_62_0_ 10_62_24
22_78_53_ 22_117_53
76_ 111
74_ 105
1_65_ 1_65
50_48_65_22_27_20_23_14_ 0_48_65_22_27_20_23_14
39_62_41_ 39_62_41
9_6_56_63_5_52_4_ 26_6_56_63_5_52_4
12_21_80_54_ 12_134_28
41_34_58_ 41_34_32
64_61_40_44_ 64_61_40_44
27_33_24_ 27_64_0
61_69_23_53_ 61_73_23_53
51_58_79_24_ 25_58_118_24
59_ 64
29_ 29
79_12_44_18_39_ 118_12_44_18_39
76_ 111
34_69_44_31_14_ 34_73_44_31_14
20_78_ 20_117
67_ 107
42_53_41_35_ 42_53_41_35
31_9_ 31_9
5_52_72_20_ 34_52_76_46
44_15_63_33_ 44_15_63_33
79_ 118
71_ 75
15_68_74_73_31_5_0_ 15_47_38_95_31_5_50
79_ 118
28_74_ 28_105
59_30_63_5_4_ 59_30_70_5_4
23_ 70
60_37_53_74_3_2_ 60_37_53_105_3_35
30_25_63_5_1_57_ 30_25_70_5_21_57
64_8_65_6_47_ 33_8_65_6_47
73_ 95
56_75_8_60_50_20_2_ 56_107_8_60_50_46_35
79_17_7_5_12_16_79_25_ 1_17_7_5_12_16_118_51
4_8_78_44_26_ 4_8_117_44_26
31_69_ 57_73
71_ 75
73_58_8_50_14_5_13_ 95_32_8_50_14_5_13
76_ 111
68_16_18_20_11_ 73_16_18_46_11
40_29_70_53_3_ 40_29_74_53_3
47_79_1_ 47_118_21
41_79_ 41_118
14_71_4_ 14_75_4
9_69_43_36_ 9_73_43_36
44_16_74_23_ 44_16_105_23
79_ 118
43_12_6_73_47_41_ 43_12_6_95_47_41
73_ 95
26_59_63_42_ 26_33_70_42
62_ 62
56_61_65_31_59_43_21_ 30_35_65_57_59_43_21
8_76_ 8_111
20_71_7_51_27_53_49_25_40_20_ 20_75_7_51_27_53_49_25_40_46
28_63_ 28_63
44_43_52_79_30_34_35_33_ 44_43_52_118_30_34_61_33
6_75_19_ 6_107_19
59_ 64
42_65_ 42_65
74_ 105
79_47_ 118_47
16_2_32_ 16_35_32
41_58_65_56_ 41_58_65_56
31_62_ 31_62
63_34_25_50_38_ 63_34_25_0_38
71_ 75
3_65_13_ 3_65_13
14_13_77_78_20_ 14_13_117_46
50_53_51_1_75_43_ 0_53_51_1_107_43
57_ 57
80_5_16_43_36_1_27_ 134_5_16_43_36_1_27
32_72_ 32_76
29_62_23_ 29_62_23
23_3_13_49_72_36_19_20_45_ 23_3_13_49_76_36_19_20_45
24_72_ 0_76
69_ 73
76_ 111
46_50_51_76_28_ 46_50_51_111_28
30_7_43_25_78_79_52_61_ 30_7_43_51_117_34_52_61
11_43_9_64_80_19_58_21_1_21_ 11_43_9_59_134_19_58_47_44_21
30_69_ 30_73
9_38_14_39_37_62_7_43_ 9_38_14_39_37_62_7_43
27_80_ 27_134
11_73_ 11_95
69_ 73
18_66_24_41_38_2_ 18_70_24_41_38_35
25_74_ 51_105
13_30_19_76_37_ 13_30_19_111_37
53_1_62_18_57_ 53_21_62_18_57
74_ 105
20_24_71_37_48_ 20_24_75_37_48
35_1_80_1_ 35_134
34_27_53_17_80_2_64_25_5_ 34_27_53_17_1_2_64_51_5
28_71_ 28_75
79_ 118
45_80_2_40_20_15_ 45_134_2_40_20_15
78_ 117
80_51_64_4_ 134_25_33_4
69_ 73
56_44_1_3_62_58_ 56_44_21_3_62_58
1_51_76_53_ 1_51_111_53
5_25_75_2_43_ 5_25_107_2_43
78_ 117
75_ 107
20_45_30_ 73_45_30
73_11_50_37_ 95_11_24_37
63_4_27_25_59_ 63_4_27_51_59
59_48_19_62_12_ 59_48_19_62_12
57_23_64_64_18_32_ 57_23_33_64_18_32
11_8_37_70_39_56_ 11_8_37_74_39_56
28_1_ 28_111
65_ 65
72_ 76
53_14_19_72_32_35_ 53_14_19_76_58_61
81_ 70
62_36_ 62_36
9_33_69_20_ 9_33_73_20
44_53_48_79_2_2_17_ 44_53_48_118_2_31_17
51_ 51
59_ 64
69_ 73
17_11_57_79_30_13_ 17_11_57_118_56_13
1_0_73_54_15_ 21_24_95_54_15
33_ 64
59_ 64
7_21_ 7_105
8_56_2_62_33_21_16_ 8_56_2_62_33_47_16
43_36_ 43_70_36
60_63_9_ 60_63_9
19_2_64_13_59_25_9_2_ 19_2_64_13_59_25_9_35
47_76_27_ 47_111_27
37_45_79_7_34_20_ 37_45_118_7_34_20
37_47_64_63_2_5_ 37_47_59_63_2_5
22_46_10_74_20_ 22_46_2_105_20
24_2_63_ 50_63
31_ 31_70
48_11_73_29_80_6_64_2_ 48_11_55_29_134_6_59_61
8_56_38_64_11_52_ 16_56_12_64_11_52
60_8_13_ 60_8_13
79_ 118
24_33_ 0_64
6_74_76_17_ 6_12_111_17
37_30_35_ 37_105_61
30_62_28_ 30_62_28
69_ 73
65_15_33_13_28_16_22_31_8_ 65_15_59_13_54_16_22_31_8
19_75_24_16_14_12_15_27_56_57_ 19_107_50_16_14_12_15_27_56_31
4_64_74_54_ 4_33_105_28
78_29_24_ 117_29_24
75_ 107
59_58_76_6_52_ 59_58_111_6_52
0_78_ 117
 63
8_18_64_35_38_ 8_18_64_61_38
35_50_30_28_74_18_ 61_50_30_28_105_18
25_77_ 25_70
5_43_6_71_21_2_26_ 5_43_6_75_1_35_26
20_69_45_ 46_73_45
69_13_56_ 73_56
72_ 76
45_75_ 45_107
73_44_15_33_ 95_44_15_33
70_46_ 74_20
69_52_58_61_49_18_8_ 73_52_58_61_49_18_8
69_23_36_43_40_9_ 73_23_36_43_40_26
6_64_22_ 6_64_22
62_80_49_39_18_27_6_ 55_134_49_39_18_27_6
50_28_27_44_22_63_30_53_66_20_26_ 50_28_27_44_22_63_30_53_20_26
4_65_53_ 4_65_53
33_16_43_38_ 64_16_43_38
52_1_32_44_20_70_7_33_ 52_21_58_1_20_74_7_59
62_40_ 62_40
18_33_ 18_64
15_59_ 15_64
23_37_70_22_ 23_37_74_22
75_ 107
43_1_ 43
57_40_27_2_12_74_39_20_ 31_40_27_61_105_21_39_46
37_68_34_ 37_73_34
22_42_50_72_30_18_12_ 22_42_50_76_30_18_38
29_25_ 29_51
60_65_55_ 60_65_55
74_ 105
38_77_78_41_ 12_117_41
46_45_40_74_25_62_15_41_13_ 46_45_40_38_25_62_15_41_13
71_35_28_32_40_36_7_ 75_35_28_32_40_36_7
19_33_24_ 19_33_24
4_34_60_73_1_45_ 4_34_60_95_21_45
61_29_70_52_5_ 61_29_74_52_5
80_ 134
8_39_69_19_60_ 8_39_73_19_60
79_35_16_21_ 118_2_16_47
24_17_ 0_105_17
26_9_40_51_8_74_1_2_12_32_ 26_9_40_51_8_105_1_61_12_32
65_ 65
35_25_4_68_55_27_ 61_25_4_73_55_27
8_73_ 8_95
15_74_64_74_31_5_50_ 15_47_64_38_31_5_50
34_13_63_74_45_26_42_ 34_13_63_21_45_26_42
46_69_7_ 46_73_7
62_ 62
31_1_ 57_105
19_80_39_ 19_134_39
74_ 105
79_33_50_ 118_59_50
71_55_54_ 75_55_54
48_8_73_11_ 48_8_95_11
76_28_6_19_1_8_23_2_ 111_28_6_19_1_8_23_2
62_16_4_1_ 62_16_4_1
32_50_34_80_44_ 32_0_34_134_44
81_ 63
74_ 105
29_45_68_27_59_ 29_45_73_27_59
29_65_16_24_ 29_65_16_50
37_80_64_32_15_36_ 37_134_59_58_15_36
80_6_ 134_6
3_26_62_53_20_ 3_26_62_53_20
41_50_10_34_72_28_45_ 41_50_10_34_76_28_45
56_ 56_63
81_ 63
51_31_39_30_79_7_27_6_ 51_31_39_30_118_7_27_6
56_76_ 56_111
32_64_37_73_13_28_ 32_33_37_95_13_28
1_80_1_12_20_ 134_12_46
20_32_71_41_ 46_58_75_41
17_1_ 17_105
75_ 107
18_63_ 18_63
13_30_75_34_23_ 13_56_107_34_23
60_12_28_71_17_52_ 60_38_5_75_17_52
72_31_9_0_41_ 76_31_9_0_41
18_73_ 18_95
9_13_16_49_80_61_47_42_29_ 9_13_16_49_134_61_47_42_29
16_62_ 16_62
8_1_73_21_ 8_1_95_47
3_0_78_ 3_117
37_69_ 37_73
57_31_80_34_53_55_ 57_31_134_34_53_55
58_43_78_28_45_ 58_43_117_28_45
69_61_ 73_61
78_47_ 117_47
15_20_50_2_80_28_9_44_52_ 15_46_50_2_134_28_9_44_52
73_30_0_44_ 95_30_50_44
59_69_31_ 59_73_31
6_34_27_53_78_37_ 6_34_27_53_117_37
72_ 76
71_ 75
59_ 64
70_18_51_28_34_14_ 74_18_25_28_34_14
20_11_79_26_ 46_11_118_26
33_20_57_ 64_20_31
71_ 75
8_79_ 8_118
32_43_70_37_ 32_43_74_37
4_63_ 4_63
40_39_27_53_22_79_31_2_31_5_ 40_39_27_53_22_118_57_35_31_5
38_6_ 38_6
79_3_26_53_20_ 118_3_26_53_20
63_35_ 63_35
63_19_ 63_19
14_51_71_24_27_ 14_51_75_24_27
5_6_35_74_33_54_50_ 5_6_35_105_33_54_0
33_5_72_49_ 33_5_76_49
3_5_5_9_33_71_39_ 3_45_5_9_33_75_39
79_60_4_41_30_44_ 118_60_4_41_30_44
 63
22_12_71_28_40_ 22_38_75_28_40
22_39_19_4_61_62_60_49_80_59_ 22_39_19_4_35_43_60_49_134_59
65_ 65
43_76_ 43_111
72_ 76
2_23_1_71_41_35_ 35_23_1_75_41_2
13_2_80_41_49_ 13_2_134_41_49
25_75_42_ 25_107_42
66_42_3_61_ 70_42_3_61
57_73_34_14_53_43_ 31_95_34_14_53_43
80_ 134
5_78_32_ 5_117_32
3_70_ 3_74
1_80_80_1_53_ 1_134_53
62_0_16_ 62_0_16
29_14_71_25_ 29_14_75_25
6_76_51_ 6_111_51
30_52_10_44_6_72_33_35_ 30_52_10_44_6_76_59_35
73_8_58_37_58_10_11_ 95_8_32_37_58_10_11
30_53_41_55_ 30_53_41_55
28_10_65_50_30_ 28_10_65_0_30
63_0_46_ 63_24_46
75_ 107
73_ 95
14_62_ 14_62
48_63_10_ 48_63_10
24_65_ 0_65
18_18_66_54_43_ 111_54_43
20_25_17_9_69_21_ 46_25_17_9_73_21
8_77_65_34_25_ 8_0_65_34_51
78_ 117
42_79_ 42_118
6_39_71_44_ 6_39_75_44
52_79_9_ 52_118_9
51_72_ 51_76
23_54_40_65_29_54_ 23_54_40_65_29_28
62_ 62
46_58_80_57_ 46_58_134_57
44_70_ 44_74
20_70_ 20_74
13_34_19_11_68_46_2_37_ 13_34_45_11_73_20_2_37
55_60_6_20_24_76_42_ 55_60_6_20_24_111_42
47_78_25_ 47_117_51
73_ 95
24_30_72_37_53_ 0_30_76_37_53
31_62_54_ 31_62_54
70_ 74
37_64_31_44_53_16_80_14_7_ 37_59_31_44_53_16_134_14_7
37_62_58_76_15_36_ 37_59_58_111_15_36
21_ 70
1_8_11_34_25_20_ 107_8_11_34_51_46
35_63_53_3_19_ 35_63_53_3_19
58_62_ 58_62
69_19_ 73_19
78_3_20_66_59_10_40_61_ 117_3_46_59_10_40_61
25_32_53_12_76_43_ 51_32_53_12_111_43
23_78_36_ 23_117_36
27_54_1_40_69_24_14_18_32_ 27_54_21_40_73_24_14_19_58
64_ 64
41_71_1_ 41_75_1
76_ 111
74_19_3_2_40_39_ 105_19_3_2_40_39
13_20_55_76_26_ 13_20_55_111_26
78_ 117
31_50_64_15_70_2_10_18_34_ 57_50_59_15_74_2_26_18_34
78_51_ 117_51
78_ 117
74_41_75_35_58_23_33_ 1_41_107_35_58_23_33
17_74_40_ 17_105_40
63_45_60_39_0_0_ 63_45_60_39_24_50
5_61_54_80_18_6_49_ 5_61_54_134_18_6_49
72_ 76
69_ 73
16_43_74_0_ 16_43_105_24
24_81_65_1_4_ 24_65_4
12_ 12_111
47_67_51_ 47_107_51
80_55_64_44_ 134_55_59_44
36_73_ 36_95
22_33_62_36_ 22_33_62_36
7_1_66_14_ 7_1_70_14
44_62_ 44_62
52_13_57_62_54_51_ 52_13_57_62_54_51
36_57_13_63_35_23_2_ 36_57_13_63_35_23_2
70_ 74
2_50_79_64_28_16_9_ 2_50_118_59_28_16_26
72_ 76
6_17_18_80_ 6_17_111_18
81_ 63
57_63_8_ 31_63_8
51_55_ 25_55
3_4_31_64_42_8_ 3_4_31_64_42_8
24_15_69_50_ 24_15_73_0
30_25_54_ 30_51_54
 63
29_13_35_74_36_17_14_ 29_13_35_105_36_17_14
20_64_59_ 20_64_33
25_6_1_2_72_56_39_5_3_ 51_6_1_2_76_56_39_5_3
41_33_55_44_62_20_47_28_ 41_33_55_44_62_20_47_28
74_80_1_ 134
81_ 63
17_65_ 17_65
61_36_62_12_58_58_23_40_ 35_36_62_12_32_57_23_40
74_27_ 105_27
33_41_68_46_57_28_52_ 33_41_73_46_57_28_52
39_40_7_52_4_74_48_79_49_ 39_40_7_52_4_48_118_49
76_53_45_52_ 111_53_45_52
33_22_42_50_30_18_12_ 64_22_42_50_30_18_38
20_73_ 20_95
5_30_56_66_7_44_11_ 5_30_56_111_7_44_11
69_ 73
18_72_1_15_14_ 18_76_21_15_14
1_73_ 44_95
15_30_38_80_41_49_ 15_30_38_134_41_49
12_28_30_1_70_22_ 38_54_56_1_74_22
61_36_38_58_63_31_23_40_ 35_36_12_32_63_57_23_40
78_77_19_6_16_40_59_ 117_19_6_16_40_59
20_73_ 46_95
62_ 62
47_24_80_25_ 47_50_134_25
27_62_ 27_62
40_34_32_79_29_52_ 40_34_58_118_29_52
14_26_80_29_77_ 14_26_134_29_6
62_ 62
1_67_47_ 1_107_47
28_8_43_74_23_45_ 28_8_43_105_32_45
15_65_81_1_ 15_65
42_73_ 42_95
39_1_79_ 39_118
17_68_6_19_63_31_50_48_ 17_46_11_19_63_57_24_48
19_70_ 19_74
79_35_17_ 118_35_17
28_32_16_64_15_50_40_50_ 54_58_16_64_15_24_40_50
70_ 74
45_62_22_ 45_62_22
12_63_52_77_23_12_ 12_63_52_24_17_38
17_6_65_11_39_ 17_6_65_11_39
26_33_20_58_37_76_27_ 26_33_20_58_37_111_27
46_54_79_7_ 46_54_118_7
20_29_80_0_20_ 20_29_134_0_46
31_76_ 31_111
51_49_38_60_76_3_31_34_20_ 25_49_12_60_111_3_31_34_20
23_63_57_ 23_63_31
47_15_14_45_64_43_57_37_ 47_15_14_45_64_43_57_37
30_27_ 30_27
2_76_23_52_1_49_47_ 35_111_52_21_49_47
2_26_79_54_2_ 35_26_118_54_2
52_29_26_70_5_9_ 52_29_26_74_5_9
1_60_76_44_41_ 1_60_111_44_41
72_25_52_45_ 76_25_52_45
70_ 74
28_8_57_31_61_80_30_9_ 54_8_57_31_35_134_30_9
22_33_ 22_64
15_27_18_79_55_58_44_ 15_27_18_118_55_58_44
49_15_44_35_79_33_14_74_ 49_15_44_35_118_59_14_21
3_68_35_ 3_73_35
45_1_54_27_62_28_ 45_1_28_27_62_54
76_ 111
42_70_ 42_74
54_79_ 54_118
62_57_11_24_ 62_57_11_24
29_63_0_ 29_63_24
40_59_36_26_75_8_25_ 40_59_36_26_107_8_25
74_ 105
11_27_6_26_71_48_25_2_44_ 11_27_6_26_75_48_25_61_44
81_ 63
27_18_76_54_ 27_18_111_28
3_16_56_46_66_35_45_ 3_34_56_46_70_35_45
2_65_ 2_65
55_ 70
52_60_58_79_7_12_35_ 52_60_58_118_7_12_35
48_20_20_74_28_16_49_ 48_46_20_105_28_16_49
59_ 64
35_6_4_74_52_ 2_6_4_105_52
49_6_80_51_5_ 49_6_134_51_5
63_18_ 70
31_43_64_80_16_4_ 57_43_33_70_16_4
6_22_43_ 6_22_43
60_44_77_32_75_21_74_33_2_ 60_44_24_32_47_105_33_2
71_34_3_ 75_34_3
81_ 63
30_0_72_44_ 30_50_76_44
25_73_2_6_19_57_22_77_42_ 25_95_2_6_19_31_22_24_42
77_76_ 111
34_1_1_27_ 34_134_27
60_63_42_ 60_63_42
73_3_28_ 95_3_28
41_78_ 41_117
50_49_15_42_64_17_ 0_49_15_42_64_17
10_44_79_12_ 10_44_118_21
71_63_ 75
51_55_69_32_ 51_55_73_58
23_15_49_80_34_37_ 23_15_49_134_34_37
56_71_5_ 56_75_5
22_64_57_ 22_64_31
75_ 107
1_78_45_30_11_43_33_55_5_1_ 21_117_45_30_11_43_33_55_5_44
73_45_44_ 95_45_44
40_54_76_42_ 40_54_111_42
39_65_56_ 39_65_56
63_0_7_ 63_0_7
27_62_ 27_62
72_ 76
75_ 107
34_31_62_2_ 34_57_62_2
53_66_76_63_4_ 53_111_4
6_72_53_ 6_76_53
7_37_74_33_ 7_37_105_33
5_ 5
71_31_77_3_ 75_57_24_3
58_2_43_62_19_ 32_35_43_62_19
64_7_52_49_21_14_9_10_ 64_7_52_49_21_14_9_10
16_28_8_8_80_40_37_56_ 16_28_8_61_134_40_37_56
11_52_49_32_74_26_75_35_30_ 11_52_49_58_21_26_107_61_56
65_ 65
35_50_30_65_28_18_ 61_50_30_65_28_18
49_74_ 49_105
55_14_80_34_46_1_ 55_14_134_34_20_1
73_ 95
27_79_ 31_118
26_25_67_51_ 26_25_107_51
33_63_22_ 33_63_22
36_73_ 36_95
65_ 65
74_ 105
35_33_ 35_64
17_72_ 17_76
53_1_78_77_18_57_ 53_21_117_18_57
23_10_47_35_ 23_10_73_35
81_ 63
33_17_10_ 64_17_10
80_23_53_6_27_25_76_37_61_ 134_23_53_6_27_25_18_37_61
29_20_ 29_63
44_80_ 44_134
73_ 95
10_79_50_25_ 10_118_50_51
53_76_40_17_1_24_58_ 53_111_40_17_1_0_58
10_80_ 26_134
35_21_ 61_105
74_59_45_29_48_31_47_ 105_59_45_29_48_31_47
47_ 63
72_53_42_60_58_51_ 76_53_42_60_58_51
74_10_37_62_54_51_22_ 38_10_37_62_54_51_22
9_38_80_6_ 9_38_134_6
6_22_43_73_44_2_ 6_22_43_95_44_2
46_79_ 46_118
58_63_ 58_63
27_ 70
70_40_74_32_11_ 74_40_21_32_11
71_9_32_7_34_10_58_2_13_ 75_9_32_7_34_10_58_2_13
65_ 65
45_40_42_20_9_1_72_0_5_ 45_40_42_46_26_21_76_50_5
0_75_23_59_38_39_ 24_107_23_59_12_39
24_79_ 0_118
17_20_11_19_57_77_62_48_ 17_46_11_19_57_24_62_48
41_74_59_ 41_105_59
26_70_ 26_74
75_26_64_20_58_37_27_ 107_26_33_20_58_37_27
 63
27_69_ 27_73
9_33_74_20_ 9_33_105_20
1_37_79_12_ 1_37_118_38
16_76_41_ 16_111_41
23_62_48_55_0_ 23_62_48_55_24
63_20_55_ 63_20_55
56_43_1_66_45_15_ 56_43_21_70_45_15
34_62_ 34_62
42_9_66_7_33_49_12_2_57_ 42_9_70_7_33_49_12_2_57
40_63_ 40_63
34_65_27_ 34_65_27
49_1_ 49_105
30_52_67_77_49_ 30_52_107_50_49
23_39_72_11_ 17_39_76_11
42_38_ 42_105
47_71_ 47_75
72_17_31_34_42_48_2_0_ 76_17_31_34_42_48_2_24
13_63_32_19_20_8_52_ 13_63_58_19_20_8_52
78_ 117
41_ 41
64_ 64
6_77_21_77_7_60_42_41_ 6_117_7_60_42_41
73_ 95
32_23_29_70_40_26_74_22_19_53_ 58_23_29_74_40_26_1_22_19_53
25_70_ 25_74
22_39_16_4_61_43_60_49_72_59_ 22_39_19_4_35_43_60_49_76_59
31_8_34_72_27_18_56_ 31_8_34_76_27_18_56
47_41_66_22_ 47_41_70_22
35_27_73_59_20_ 61_27_95_33_20
2_42_80_38_ 35_42_134_38
76_56_ 111_56
38_18_73_19_28_52_6_ 38_18_95_19_28_52_6
63_76_ 111
78_ 117
16_10_19_38_ 34_10_19_38
28_58_63_16_15_77_40_50_ 54_58_63_16_15_24_40_50
55_63_23_ 55_63_23
14_72_ 14_76
18_71_ 18_75
43_42_80_14_ 43_42_134_14
35_80_40_22_47_1_ 35_134_40_22_21_1
3_71_20_ 3_75_46
